contractSymbol,lastTradeDate,strike,lastPrice,volume,inTheMoney,IV_yf,underlyingPriceAtTrade,impliedVolatility,riskFreeRate
AMZN280616P00115000,2026-02-09 20:00:47+00:00,115.0,6.2,14.0,0,6.2509,209.15,40.7054,0.036429998
AMZN280616P00120000,2026-02-09 15:39:32+00:00,120.0,7.05,2.0,0,6.2509,208.545,40.2345,0.036429998
AMZN280616P00125000,2026-02-06 16:57:59+00:00,125.0,8.2,3.0,0,6.2509,205.18,39.6799,0.036429998
AMZN280616P00130000,2026-02-06 20:59:46+00:00,130.0,8.8,2.0,0,6.2509,210.315,39.5901,0.036429998
AMZN280616P00135000,2026-02-09 17:19:17+00:00,135.0,9.85,2.0,0,6.2509,210.3157,39.2645,0.036429998
AMZN280616P00140000,2026-02-06 20:41:01+00:00,140.0,11.45,8.0,0,6.2509,208.08,39.2103,0.036429998
AMZN280616P00145000,2026-02-09 15:36:17+00:00,145.0,12.82,2.0,0,6.2509,208.2251,39.1158,0.036429998
AMZN280616P00150000,2026-02-06 19:37:47+00:00,150.0,14.35,50.0,0,3.126,207.6006,38.9604,0.036429998
AMZN280616P00155000,2026-02-09 16:21:25+00:00,155.0,15.5,1.0,0,3.126,208.7901,38.6072,0.036429998
AMZN280616P00160000,2026-02-09 18:50:59+00:00,160.0,16.85,41.0,0,3.126,210.2,38.4924,0.036429998
AMZN280616P00165000,2026-02-09 18:51:47+00:00,165.0,18.55,1.0,0,3.126,210.12,38.3886,0.036429998
AMZN280616P00170000,2026-02-06 19:42:04+00:00,170.0,21.15,2.0,0,3.126,207.3799,38.5435,0.036429998
AMZN280616P00175000,2026-02-09 15:50:05+00:00,175.0,22.6,1.0,0,3.126,209.165,38.4015,0.036429998
AMZN280616P00180000,2026-02-09 19:35:45+00:00,180.0,24.9,4.0,0,1.5635,208.84,38.5644,0.036429998
AMZN280616P00185000,2026-02-09 14:30:31+00:00,185.0,27.61,3.0,0,1.5635,205.3201,38.2051,0.036429998
AMZN280616P00190000,2026-02-06 15:06:57+00:00,190.0,30.61,1.0,0,1.5635,202.025,37.9887,0.036429998
AMZN280616P00195000,2026-02-09 16:40:38+00:00,195.0,30.95,10.0,0,0.7822,209.815,38.2189,0.036429998
AMZN280616P00200000,2026-02-09 19:01:38+00:00,200.0,33.48,14.0,0,0.7822,209.98,38.4022,0.036429998
AMZN280616P00210000,2026-02-09 17:34:33+00:00,210.0,38.35,1.0,1,0.001,209.955,38.2968,0.036429998
AMZN280616P00220000,2026-02-06 20:59:18+00:00,220.0,43.25,2.0,1,0.001,210.315,38.0931,0.036429998
AMZN280616P00230000,2026-02-09 20:59:17+00:00,230.0,49.95,5.0,1,0.001,208.66,38.5156,0.036429998
AMZN280616P00240000,2026-02-05 18:57:23+00:00,240.0,50.95,30.0,1,0.001,222.93,39.1523,0.036429998
AMZN280616P00250000,2026-02-06 16:44:27+00:00,250.0,64.15,12.0,1,0.001,205.21,39.0734,0.036429998
AMZN280616P00260000,2026-02-03 18:12:44+00:00,260.0,55.3,2.0,1,0.001,,28.4035,0.036429998
AMZN280616P00270000,2026-02-09 19:09:06+00:00,270.0,76.2,5.0,1,0.001,209.44,39.9656,0.036429998
AMZN280616P00280000,2026-02-03 18:11:16+00:00,280.0,67.55,2.0,1,0.001,,27.4696,0.036429998
AMZN280616P00290000,2026-02-02 19:02:09+00:00,290.0,70.64,2.0,1,0.001,,24.038,0.036429998
AMZN280616P00300000,2026-02-02 19:02:19+00:00,300.0,77.31,2.0,1,0.001,,23.2937,0.036429998
AMZN280616P00310000,2026-02-09 15:28:42+00:00,310.0,109.01,2.0,1,0.001,207.15,42.9345,0.036429998
AMZN280616P00320000,2026-02-02 19:03:12+00:00,320.0,91.6,2.0,1,0.001,,21.8057,0.036429998
AMZN280616P00330000,2026-02-02 19:03:49+00:00,330.0,99.14,2.0,1,0.001,,20.9887,0.036429998
AMZN280616P00340000,2026-02-09 20:29:53+00:00,340.0,133.2,6.0,1,0.001,209.1801,45.4316,0.036429998
AMZN280616P00350000,2026-02-09 20:30:25+00:00,350.0,142.5,6.0,1,0.001,209.1801,46.8083,0.036429998
AMZN280616P00360000,2026-02-06 14:50:05+00:00,360.0,157.07,1.0,1,0.001,202.85,49.3231,0.036429998
AMZN280616P00370000,2026-02-06 14:50:05+00:00,370.0,166.71,1.0,1,0.001,202.85,50.8574,0.036429998
